City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
471,Haines Junction,60.7522,-137.5108,46.4,36,86,6.91,CA,overcast clouds
472,Shubarkuduk,49.1447,56.4872,51.66,52,0,9.84,KZ,clear sky
473,Axim,4.8699,-2.2405,81.23,82,8,7.56,GH,clear sky
474,Boende,-0.2167,20.8667,71.2,99,100,1.16,CD,light rain
475,Naples,40.8333,14.25,51.8,58,0,6.91,IT,clear sky
476,Rincon,32.296,-81.2354,73.4,60,90,12.66,US,overcast clouds
477,Bushehr,28.9684,50.8385,71.6,68,0,6.91,IR,clear sky
478,West Wendover,40.7391,-114.0733,50.0,43,90,14.97,US,overcast clouds
479,Ohrid,41.1172,20.8019,40.96,78,29,4.52,MK,scattered clouds
480,Qobustan,40.0824,49.412,51.8,82,0,3.22,AZ,clear sky
481,Laguna,38.421,-121.4238,75.99,26,1,8.05,US,clear sky
482,Rorvik,64.8621,11.2373,41.0,100,75,6.91,NO,light rain
483,Guarumal,8.35,-82.5333,82.4,74,40,8.05,PA,scattered clouds
484,Mlonggo,-6.5333,110.7,76.12,83,83,4.85,ID,broken clouds
485,Maniitsoq,65.4167,-52.9,14.77,71,94,29.01,GL,overcast clouds
486,Codrington,-38.2667,141.9667,54.61,57,100,7.43,AU,overcast clouds
487,Turinsk,58.0458,63.696,42.24,85,68,11.56,RU,light rain
488,Flin Flon,54.7682,-101.865,48.2,31,40,6.91,CA,scattered clouds
489,Luganville,-15.5333,167.1667,84.2,69,38,8.79,VU,scattered clouds
490,Finschhafen,-6.6024,147.8681,79.54,81,100,7.56,PG,overcast clouds
491,Sharlyk,52.9167,54.75,49.24,67,3,4.27,RU,clear sky
492,Necochea,-38.5473,-58.7368,66.0,78,0,3.74,AR,clear sky
493,Saint Joseph,39.7686,-94.8466,57.99,35,1,5.26,US,clear sky
494,Oistins,13.0667,-59.5333,82.4,61,40,18.41,BB,scattered clouds
495,Fonte Boa,-2.4959,-66.2662,77.94,91,98,2.84,BR,overcast clouds
496,Sarh,9.1429,18.3923,86.0,42,0,1.88,TD,clear sky
497,Port Blair,11.6667,92.75,82.02,73,99,5.08,IN,overcast clouds
498,Arman,59.7,150.1667,23.2,80,97,3.4,RU,overcast clouds
499,Biltine,14.5333,20.9167,81.19,6,86,12.3,TD,overcast clouds
500,Ketchikan,55.3422,-131.6461,57.04,55,21,4.99,US,few clouds
501,Corinth,37.9407,22.9573,53.01,59,100,1.97,GR,overcast clouds
502,Ballina,-28.8667,153.5667,64.0,94,7,6.22,AU,clear sky
503,Kirillov,59.863,38.3813,34.61,78,14,7.27,RU,few clouds
504,Takoradi,4.8845,-1.7554,81.45,81,8,8.57,GH,clear sky
505,Winslow,35.0242,-110.6974,69.8,11,1,24.16,US,clear sky
506,Taunggyi,20.7833,97.0333,64.99,53,84,3.76,MM,broken clouds
507,Zdvinsk,54.7021,78.661,36.9,99,99,7.4,RU,overcast clouds
508,Svinita,44.4997,22.1061,37.0,59,8,4.47,RO,clear sky
509,Fairbanks,64.8378,-147.7164,48.2,42,40,0.38,US,scattered clouds
510,Marinette,45.1,-87.6307,48.2,57,100,8.05,US,overcast clouds
511,Marsh Harbour,26.5412,-77.0636,74.93,61,6,8.3,BS,clear sky
512,Luwuk,-0.9516,122.7875,76.15,84,100,3.31,ID,overcast clouds
513,Oytal,42.9057,73.2697,52.84,58,3,6.13,KZ,clear sky
514,Biloela,-24.4167,150.5,68.63,73,0,1.57,AU,clear sky
515,Anloga,5.7947,0.8973,84.2,79,20,10.36,GH,few clouds
516,Virginia Beach,36.8529,-75.978,62.01,77,90,8.05,US,overcast clouds
517,Muravlenko,63.7898,74.523,16.68,89,73,20.47,RU,light snow
518,Tilichiki,60.4667,166.1,32.49,96,100,21.16,RU,light rain
519,Bubaque,11.2833,-15.8333,77.29,73,67,16.73,GW,broken clouds
520,Puerto Carreno,6.189,-67.4859,88.56,54,52,5.23,CO,broken clouds
521,Hami,42.8,93.45,50.68,16,29,7.74,CN,scattered clouds
522,Andenes,69.3143,16.1194,39.2,81,51,19.57,NO,broken clouds
523,Hokitika,-42.7167,170.9667,58.8,80,75,7.0,NZ,broken clouds
524,Coos Bay,43.3665,-124.2179,69.01,67,1,9.22,US,clear sky
525,Coihaique,-45.5752,-72.0662,55.4,58,75,3.44,CL,broken clouds
526,Avera,33.194,-82.5271,75.2,73,90,11.5,US,overcast clouds
527,Tignere,7.3667,12.65,69.15,78,97,3.49,CM,overcast clouds
528,Tyazhinskiy,56.116,88.524,39.11,96,100,14.56,RU,overcast clouds
529,Pangody,65.85,74.4859,0.41,92,76,16.6,RU,broken clouds
530,Qurayyat,31.3318,37.3428,66.2,22,0,6.91,SA,clear sky
531,Qui Nhon,13.7667,109.2333,77.86,79,93,5.68,VN,overcast clouds
532,Bolshaya Sosnova,57.6713,54.6029,41.58,81,100,13.27,RU,overcast clouds
533,Kudahuvadhoo,2.6708,72.8944,82.44,68,74,8.34,MV,broken clouds
534,Pafos,34.7667,32.4167,57.2,82,0,4.61,CY,clear sky
535,Tromso,69.6496,18.957,39.2,75,75,17.27,NO,broken clouds
536,Acworth,34.0659,-84.6769,70.0,37,1,10.36,US,clear sky
537,Yanggu,36.1106,115.7753,46.98,17,19,5.97,CN,few clouds
538,Pemba,-12.974,40.5178,75.2,83,40,8.05,MZ,scattered clouds
539,Souillac,-20.5167,57.5167,77.0,94,75,1.14,MU,light rain
540,Gairo,39.8497,9.5047,53.6,76,20,12.66,IT,light rain
541,Safakulevo,54.9901,62.5442,49.41,75,86,6.62,RU,overcast clouds
542,Grand Forks,47.9417,-97.4337,43.0,81,90,10.36,US,overcast clouds
543,Henties Bay,-22.116,14.2845,75.0,63,56,4.0,NA,broken clouds
544,Ambilobe,-13.2,49.05,72.93,96,12,2.53,MG,few clouds
545,Kenai,60.5544,-151.2583,44.6,75,90,9.22,US,overcast clouds
546,San Lorenzo,-25.3333,-57.5333,86.0,62,20,5.75,PY,few clouds
547,Wundanyi,-3.4019,38.364,62.49,89,90,5.53,KE,light rain
548,Chicama,-7.8447,-79.1469,68.0,83,94,9.22,PE,overcast clouds
549,Burns Lake,54.2331,-125.7533,66.2,20,86,3.44,CA,overcast clouds
550,Noshiro,40.2039,140.0242,44.89,56,90,8.66,JP,overcast clouds
551,Eyl,7.9803,49.8164,80.2,70,22,7.45,SO,few clouds
552,Mathbaria,22.2876,89.9593,80.06,76,100,4.25,BD,overcast clouds
553,Nyagan,62.1406,65.3936,27.54,70,42,10.47,RU,light snow
554,Villa Carlos Paz,-31.4241,-64.4978,78.8,47,20,4.61,AR,few clouds
555,Chokwe,-24.5333,32.9833,69.49,67,1,5.41,MZ,clear sky
556,Begoro,6.3871,-0.3774,74.08,85,39,4.7,GH,scattered clouds
557,Aranos,-24.1333,19.1167,73.08,18,5,8.19,NA,clear sky
558,Heywood,53.5924,-2.2194,44.01,77,23,3.44,GB,few clouds
559,Nouakchott,18.0858,-15.9785,71.6,78,0,19.57,MR,clear sky
560,Along,28.1667,94.7667,65.28,77,100,2.86,IN,light rain
561,Saint-Augustin,51.226,-58.6502,34.68,80,99,17.54,CA,overcast clouds
562,Madera,37.1666,-119.8343,73.0,35,1,1.99,US,clear sky
563,Zhoucheng,35.9122,116.3117,45.66,20,19,4.25,CN,few clouds
564,Roald,62.5833,6.1333,37.4,93,0,3.44,NO,clear sky
565,Kanye,-24.9667,25.3327,66.81,32,75,4.34,BW,broken clouds
566,Kirakira,-10.4544,161.9205,84.0,74,23,6.11,SB,few clouds
567,Marrakesh,31.6315,-8.0083,64.4,68,40,11.5,MA,scattered clouds
568,Hobyo,5.3505,48.5268,81.99,64,50,10.31,SO,scattered clouds
569,Padang,-0.9492,100.3543,76.15,83,100,3.33,ID,overcast clouds
570,Nabire,-3.3667,135.4833,75.99,83,98,4.54,ID,overcast clouds
571,Gogrial,8.5332,28.1004,86.65,11,48,3.94,SS,scattered clouds
572,Manjacaze,-24.7117,33.8828,64.98,94,0,4.32,MZ,clear sky
573,Santa Rita,-7.1139,-34.9781,77.0,94,75,5.75,BR,broken clouds
574,Belaya Gora,68.5333,146.4167,-1.86,98,100,2.57,RU,overcast clouds
575,Stabat,3.761,98.4513,75.2,100,40,3.44,ID,scattered clouds
576,Boa Viagem,-5.1275,-39.7322,73.17,90,95,3.06,BR,overcast clouds
577,Phanom Thuan,14.1303,99.6986,82.99,74,83,4.88,TH,broken clouds
578,Derzhavinsk,51.1,66.3167,45.7,52,0,5.12,KZ,clear sky
579,Flinders,-34.5833,150.8552,62.01,54,0,11.5,AU,clear sky
580,Salalah,17.0151,54.0924,80.6,78,0,4.61,OM,clear sky
581,Santa Clara,22.4,-79.9667,87.8,45,20,14.97,CU,few clouds
582,Krasnorechenskiy,44.6265,135.3532,37.36,67,100,4.16,RU,overcast clouds
583,Mosquera,4.7059,-74.2302,60.8,67,75,10.36,CO,light rain
584,Terrace Bay,48.7834,-87.1,41.0,69,75,16.11,CA,broken clouds
585,Tsabong,-26.0217,22.401,75.83,33,74,8.57,BW,broken clouds
586,Huaicheng,23.9051,112.1931,70.21,96,100,1.81,CN,light rain
587,Qostanay,53.1667,63.5833,37.4,93,0,4.47,KZ,clear sky
588,Royan,45.6285,-1.0281,46.4,42,0,10.36,FR,clear sky
589,Saint-Michel-Des-Saints,46.6834,-73.9159,48.99,92,100,10.69,CA,overcast clouds
590,Aykhal,66.0,111.5,19.27,93,100,16.87,RU,light snow
591,Dumas,35.8656,-101.9732,44.01,93,90,13.8,US,mist
592,Ocala,29.1872,-82.1401,75.2,69,40,13.8,US,scattered clouds
593,Winsum,53.33,6.5208,42.01,79,96,8.88,NL,overcast clouds
594,Sao Miguel Do Araguaia,-13.275,-50.1628,80.08,65,89,1.74,BR,overcast clouds
595,Praya,14.9215,-23.5087,71.6,73,75,18.41,CV,broken clouds
596,Gonzales,30.2385,-90.9201,77.0,64,40,5.75,US,scattered clouds
597,Pergamino,-33.89,-60.5736,66.88,75,0,2.51,AR,clear sky
598,Manggar,-2.8833,108.2667,79.54,79,98,3.78,ID,overcast clouds
599,Pontes E Lacerda,-15.2261,-59.3353,72.91,93,72,2.98,BR,broken clouds
600,Fallon,39.4735,-118.7774,60.8,14,75,8.05,US,broken clouds
601,Okhotsk,59.3833,143.3,15.48,79,26,4.0,RU,scattered clouds
602,Ortakoy,38.7373,34.0387,51.8,54,40,10.36,TR,scattered clouds
603,Lar,26.2039,83.9717,83.91,14,90,6.29,IN,overcast clouds
604,Luhyny,51.082,28.4006,42.1,96,100,8.21,UA,overcast clouds
605,Lompoc,34.6391,-120.4579,61.0,72,6,17.27,US,clear sky
606,Kuito,-12.3833,16.9333,58.82,97,99,4.12,AO,light rain
607,Tripoli,32.8752,13.1875,63.37,67,99,28.61,LY,overcast clouds
608,Isla Mujeres,21.2311,-86.731,87.8,55,20,11.5,MX,few clouds
609,Praia Da Vitoria,38.7333,-27.0667,63.0,82,20,7.0,PT,few clouds
610,Miramar,25.9873,-80.2323,86.0,51,40,11.5,US,scattered clouds
611,Kirksville,40.1948,-92.5833,57.2,44,20,8.05,US,few clouds
612,Gigmoto,13.7796,124.39,79.61,85,100,7.9,PH,overcast clouds
613,Lampang,18.3333,99.5,81.0,99,63,1.05,TH,broken clouds
614,Borovskoy,53.8,64.15,46.45,69,36,7.92,KZ,scattered clouds
615,Chala,-7.5833,31.2667,58.71,97,100,2.01,TZ,moderate rain
616,Ostrow Mazowiecka,52.8024,21.8951,43.0,89,100,7.0,PL,overcast clouds
617,Mlowo,-9.0,32.9833,59.56,97,100,3.67,TZ,light rain
618,Bayan,46.0833,127.4,49.03,29,96,10.8,CN,overcast clouds
619,Sidi Ali,36.0998,0.4206,56.19,84,100,19.69,DZ,overcast clouds
620,Marshfield,44.6689,-90.1718,48.2,61,90,10.36,US,overcast clouds
621,Murphy,33.0151,-96.6131,63.0,67,75,9.22,US,light rain
622,Lanivtsi,49.8633,26.0908,34.9,96,100,12.53,UA,light snow
623,Ibra,22.6906,58.5334,76.15,37,16,5.03,OM,few clouds
624,Abu Dhabi,24.4667,54.3667,80.6,57,0,11.5,AE,clear sky
625,Carballo,43.213,-8.691,51.01,53,0,9.22,ES,clear sky
626,Ixtapa,20.7,-105.2,80.6,74,1,13.8,MX,clear sky
627,Turukhansk,65.8167,87.9833,4.96,90,100,17.94,RU,overcast clouds
628,Fengrun,39.8333,118.1167,48.0,28,0,8.01,CN,clear sky
629,Vryburg,-26.9566,24.7284,67.87,37,78,3.04,ZA,broken clouds
630,Kalmunai,7.4167,81.8167,77.38,88,100,5.08,LK,overcast clouds
631,Porto Nacional,-10.7081,-48.4172,84.2,74,40,2.89,BR,scattered clouds
632,Jalu,29.0331,21.5482,73.78,21,92,9.95,LY,overcast clouds
633,Bathsheba,13.2167,-59.5167,82.4,61,40,18.41,BB,scattered clouds
634,Kota Tinggi,1.7381,103.8999,77.0,100,20,1.25,MY,few clouds
635,Bukama,-9.2,25.85,68.49,95,64,3.36,CD,broken clouds
636,Esperance,-33.8667,121.9,50.0,93,17,5.75,AU,few clouds
637,Mikun,62.3547,50.0771,28.9,83,3,3.38,RU,clear sky
638,Mao,39.8885,4.2658,53.6,76,40,8.05,ES,scattered clouds
639,Mugumu,-1.85,34.7,60.71,96,99,3.18,TZ,light rain
640,Solnechnyy,50.7214,136.6319,30.11,68,49,3.42,RU,scattered clouds
641,Haldibari,26.3333,88.7667,77.49,38,83,7.67,IN,broken clouds
642,Mareeba,-17.0,145.4333,72.0,89,38,1.99,AU,scattered clouds
643,Ailigandi,9.2333,-78.0167,80.4,86,100,4.54,PA,overcast clouds
644,Piacabucu,-10.4056,-36.4344,76.5,84,100,5.73,BR,overcast clouds
645,Batagay,67.6333,134.6333,5.23,94,98,2.82,RU,overcast clouds
646,Tateyama,34.9833,139.8667,53.01,69,100,3.0,JP,overcast clouds
647,Eirunepe,-6.6603,-69.8736,78.55,90,82,1.61,BR,broken clouds
648,Ajaccio,42.0,8.9167,48.2,76,40,5.75,FR,scattered clouds
649,Dong Hoi,17.4833,106.6,74.41,86,75,2.82,VN,broken clouds
650,Zhanakorgan,43.9098,67.2495,56.98,63,25,7.58,KZ,scattered clouds
651,Mabaruma,8.2,-59.7833,78.51,80,67,5.61,GY,broken clouds
652,Pochutla,15.7432,-96.4661,91.99,35,20,11.5,MX,few clouds
653,Rundu,-17.9333,19.7667,64.4,39,72,6.08,NA,broken clouds
654,Puerto Madryn,-42.7692,-65.0385,64.27,37,0,6.4,AR,clear sky
655,Sobradinho,-12.8333,-39.1,71.92,85,99,5.61,BR,overcast clouds
656,Truro,50.2653,-5.0544,46.0,65,3,4.61,GB,clear sky
657,Almonte,37.2647,-6.5167,62.01,91,100,4.29,ES,overcast clouds
658,Ayagoz,47.9714,80.4392,42.22,70,0,10.69,KZ,clear sky
659,Porosozero,62.7191,32.727,28.76,92,0,0.49,RU,clear sky
660,Longjiang,47.3303,123.1836,40.1,89,100,17.45,CN,overcast clouds
661,Phuket,8.0,98.25,84.99,94,20,1.14,TH,few clouds
662,Carnot,4.9409,15.8665,74.12,69,29,3.13,CF,scattered clouds
663,Gisborne,-38.6533,178.0042,66.0,61,0,4.0,NZ,clear sky
664,Roebourne,-20.7833,117.1333,78.24,50,0,16.24,AU,clear sky
665,Talnakh,69.4865,88.3972,-12.08,95,100,20.67,RU,overcast clouds
666,Dilla,6.41,38.31,62.74,89,96,2.42,ET,overcast clouds
667,Ayr,55.4627,-4.6339,41.0,87,31,4.61,GB,scattered clouds
668,Mayo,38.8876,-76.5119,62.6,39,40,11.5,US,scattered clouds
669,Goryachegorsk,55.4053,88.9154,39.11,92,96,11.63,RU,overcast clouds
670,Praia,14.9215,-23.5087,71.6,73,75,18.41,CV,broken clouds
671,Aleksandrov Gay,50.147,48.5704,54.73,52,100,9.22,RU,overcast clouds
672,Adelaide,-34.9333,138.6,53.01,100,20,4.61,AU,few clouds
673,Tougue,11.4667,-11.6,79.79,38,90,0.83,GN,overcast clouds
674,Superior,46.7208,-92.1041,53.6,50,1,6.89,US,clear sky
675,Amapa,1.0,-52.0,72.9,98,100,5.32,BR,overcast clouds
676,Terrace,54.5163,-128.6035,66.2,26,75,5.75,CA,broken clouds
677,Lakselv,70.0513,24.9718,39.2,70,75,12.66,NO,heavy intensity drizzle
678,Envira,-7.3,-70.2167,76.8,95,100,1.45,BR,overcast clouds
679,Calvinia,-31.4707,19.776,69.78,38,25,7.34,ZA,scattered clouds
680,Kurchum,48.5722,83.6542,42.49,59,0,4.21,KZ,clear sky
681,Balabac,7.9868,117.0645,80.06,79,100,6.06,PH,overcast clouds
682,Danszentmiklos,47.2149,19.5469,39.2,75,0,12.66,HU,clear sky
683,Charters Towers,-20.1,146.2667,70.54,75,3,5.44,AU,clear sky
684,Severo-Kurilsk,50.6789,156.125,30.38,66,51,18.05,RU,broken clouds
685,Burley,42.5357,-113.7928,39.2,81,90,3.44,US,moderate rain
686,Bakel,14.905,-12.4568,94.28,11,49,4.9,SN,scattered clouds
687,Kurtamysh,54.9103,64.4319,49.44,74,100,7.56,RU,overcast clouds
688,Villa Bruzual,9.3328,-69.1208,91.63,41,46,3.2,VE,scattered clouds
689,Fukue,32.6881,128.8419,59.09,83,100,19.17,JP,overcast clouds
690,Ginda,30.6945,78.4932,54.91,35,54,8.68,IN,broken clouds
691,Sola,-13.8833,167.55,84.2,84,75,13.09,VU,broken clouds
692,Farmington,36.7281,-108.2187,64.99,10,1,27.63,US,clear sky
693,Baoqing,46.3317,132.2111,45.75,59,100,18.97,CN,overcast clouds
694,Svetlyy,54.675,20.1347,46.4,66,90,11.18,RU,overcast clouds
695,Samarai,-10.6167,150.6667,80.04,81,99,1.21,PG,overcast clouds
696,Damghan,36.1683,54.348,58.75,60,2,3.24,IR,clear sky
697,Vanavara,60.34,102.2797,32.13,92,100,15.55,RU,light snow
698,Bilma,18.6853,12.9164,85.28,7,4,8.68,NE,clear sky
699,Ziarat,30.3823,67.7282,49.1,64,100,1.23,PK,overcast clouds
700,Cotonou,6.3654,2.4183,84.2,79,40,8.05,BJ,scattered clouds
701,Sawtell,-30.3833,153.1,62.6,88,7,4.61,AU,clear sky
702,Porto Novo,6.4965,2.6036,84.2,79,40,8.05,BJ,light rain
703,Novyy Urengoy,66.0833,76.6333,-1.91,91,68,16.08,RU,broken clouds
704,Kavaratti,10.5669,72.642,83.71,70,9,4.45,IN,clear sky
705,Cooma,-36.2333,149.1333,41.0,100,90,3.44,AU,overcast clouds
706,Dunedin,-45.8742,170.5036,57.0,68,53,1.39,NZ,light rain
707,Nago,26.5881,127.9761,68.0,88,75,3.44,JP,broken clouds
708,Teahupoo,-17.8333,-149.2667,87.8,66,40,14.97,PF,light rain
709,Fomboni,-12.28,43.7425,82.4,71,60,5.35,KM,broken clouds
